source,group,repository,revision,sample_offset_or_method,row_id,task_grounding,substantive_progress,evidence_and_correction,ending_and_handoff,training_signal,total,severe_defects,source_median,source_grade
penfever-traces/minimax-m27-131k/mix_h1_struggle_zone-v2,Penfever MiniMax M27 131K,open-athena/mix_h1_struggle_zone-v2-minimax-m27-131k-traces,ad756f3,1617,1624,2,2,2,2,1,9,,8.0,B
penfever-traces/minimax-m27-131k/mix_h1_struggle_zone-v2,Penfever MiniMax M27 131K,open-athena/mix_h1_struggle_zone-v2-minimax-m27-131k-traces,ad756f3,1617,1625,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h1_struggle_zone-v2,Penfever MiniMax M27 131K,open-athena/mix_h1_struggle_zone-v2-minimax-m27-131k-traces,ad756f3,1617,1628,2,2,1,1,2,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h2_language_balanced-v2,Penfever MiniMax M27 131K,open-athena/mix_h2_language_balanced-v2-minimax-m27-131k-traces,8839260,3202,3202,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h2_language_balanced-v2,Penfever MiniMax M27 131K,open-athena/mix_h2_language_balanced-v2-minimax-m27-131k-traces,8839260,3202,3203,2,2,0,2,1,7,,8.0,B
penfever-traces/minimax-m27-131k/mix_h2_language_balanced-v2,Penfever MiniMax M27 131K,open-athena/mix_h2_language_balanced-v2-minimax-m27-131k-traces,8839260,3202,3204,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h2_language_balanced-v2,Penfever MiniMax M27 131K,open-athena/mix_h2_language_balanced-v2-minimax-m27-131k-traces,8839260,3202,3205,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h2_language_balanced-v2,Penfever MiniMax M27 131K,open-athena/mix_h2_language_balanced-v2-minimax-m27-131k-traces,8839260,3202,3206,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h2_language_balanced-v2,Penfever MiniMax M27 131K,open-athena/mix_h2_language_balanced-v2-minimax-m27-131k-traces,8839260,3202,3207,2,2,0,2,1,7,,8.0,B
penfever-traces/minimax-m27-131k/mix_h2_language_balanced-v2,Penfever MiniMax M27 131K,open-athena/mix_h2_language_balanced-v2-minimax-m27-131k-traces,8839260,3202,3208,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h2_language_balanced-v2,Penfever MiniMax M27 131K,open-athena/mix_h2_language_balanced-v2-minimax-m27-131k-traces,8839260,3202,3209,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h2_language_balanced-v2,Penfever MiniMax M27 131K,open-athena/mix_h2_language_balanced-v2-minimax-m27-131k-traces,8839260,3202,3210,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h2_language_balanced-v2,Penfever MiniMax M27 131K,open-athena/mix_h2_language_balanced-v2-minimax-m27-131k-traces,8839260,3202,3211,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h2_language_proportional,Penfever MiniMax M27 131K,open-athena/mix_h2_language_proportional-minimax-m27-131k-traces,1d03a7c,2327,2327,2,2,0,2,1,7,,7.0,B
penfever-traces/minimax-m27-131k/mix_h2_language_proportional,Penfever MiniMax M27 131K,open-athena/mix_h2_language_proportional-minimax-m27-131k-traces,1d03a7c,2327,2328,2,2,1,1,1,7,,7.0,B
penfever-traces/minimax-m27-131k/mix_h2_language_proportional,Penfever MiniMax M27 131K,open-athena/mix_h2_language_proportional-minimax-m27-131k-traces,1d03a7c,2327,2329,2,2,0,1,1,6,,7.0,B
penfever-traces/minimax-m27-131k/mix_h2_language_proportional,Penfever MiniMax M27 131K,open-athena/mix_h2_language_proportional-minimax-m27-131k-traces,1d03a7c,2327,2330,2,2,1,2,1,8,,7.0,B
penfever-traces/minimax-m27-131k/mix_h2_language_proportional,Penfever MiniMax M27 131K,open-athena/mix_h2_language_proportional-minimax-m27-131k-traces,1d03a7c,2327,2331,2,2,1,2,1,8,,7.0,B
penfever-traces/minimax-m27-131k/mix_h2_language_proportional,Penfever MiniMax M27 131K,open-athena/mix_h2_language_proportional-minimax-m27-131k-traces,1d03a7c,2327,2332,2,2,1,1,1,7,,7.0,B
penfever-traces/minimax-m27-131k/mix_h2_language_proportional,Penfever MiniMax M27 131K,open-athena/mix_h2_language_proportional-minimax-m27-131k-traces,1d03a7c,2327,2333,2,2,1,1,1,7,,7.0,B
penfever-traces/minimax-m27-131k/mix_h2_language_proportional,Penfever MiniMax M27 131K,open-athena/mix_h2_language_proportional-minimax-m27-131k-traces,1d03a7c,2327,2334,2,2,1,2,1,8,,7.0,B
penfever-traces/minimax-m27-131k/mix_h2_language_proportional,Penfever MiniMax M27 131K,open-athena/mix_h2_language_proportional-minimax-m27-131k-traces,1d03a7c,2327,2335,2,2,1,1,1,7,,7.0,B
penfever-traces/minimax-m27-131k/mix_h2_language_proportional,Penfever MiniMax M27 131K,open-athena/mix_h2_language_proportional-minimax-m27-131k-traces,1d03a7c,2327,2336,2,2,0,1,1,6,,7.0,B
penfever-traces/minimax-m27-131k/mix_h4_binary_easy,Penfever MiniMax M27 131K,open-athena/mix_h4_binary_easy-minimax-m27-131k-traces,2578eed,1868,1868,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h4_binary_easy,Penfever MiniMax M27 131K,open-athena/mix_h4_binary_easy-minimax-m27-131k-traces,2578eed,1868,1869,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h4_binary_easy,Penfever MiniMax M27 131K,open-athena/mix_h4_binary_easy-minimax-m27-131k-traces,2578eed,1868,1870,2,2,2,2,1,9,,8.0,B
penfever-traces/minimax-m27-131k/mix_h4_binary_easy,Penfever MiniMax M27 131K,open-athena/mix_h4_binary_easy-minimax-m27-131k-traces,2578eed,1868,1871,2,2,0,1,2,7,,8.0,B
penfever-traces/minimax-m27-131k/mix_h4_binary_easy,Penfever MiniMax M27 131K,open-athena/mix_h4_binary_easy-minimax-m27-131k-traces,2578eed,1868,1872,2,2,2,1,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h4_binary_easy,Penfever MiniMax M27 131K,open-athena/mix_h4_binary_easy-minimax-m27-131k-traces,2578eed,1868,1873,2,2,1,1,1,7,,8.0,B
penfever-traces/minimax-m27-131k/mix_h4_binary_easy,Penfever MiniMax M27 131K,open-athena/mix_h4_binary_easy-minimax-m27-131k-traces,2578eed,1868,1874,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h4_binary_easy,Penfever MiniMax M27 131K,open-athena/mix_h4_binary_easy-minimax-m27-131k-traces,2578eed,1868,1875,2,2,2,2,1,9,,8.0,B
penfever-traces/minimax-m27-131k/mix_h4_binary_easy,Penfever MiniMax M27 131K,open-athena/mix_h4_binary_easy-minimax-m27-131k-traces,2578eed,1868,1876,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h4_binary_easy,Penfever MiniMax M27 131K,open-athena/mix_h4_binary_easy-minimax-m27-131k-traces,2578eed,1868,1877,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h8_original_tests-v2,Penfever MiniMax M27 131K,open-athena/mix_h8_original_tests-v2-minimax-m27-131k-traces,f3f1dbf,2214,2214,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h8_original_tests-v2,Penfever MiniMax M27 131K,open-athena/mix_h8_original_tests-v2-minimax-m27-131k-traces,f3f1dbf,2214,2215,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h8_original_tests-v2,Penfever MiniMax M27 131K,open-athena/mix_h8_original_tests-v2-minimax-m27-131k-traces,f3f1dbf,2214,2216,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h8_original_tests-v2,Penfever MiniMax M27 131K,open-athena/mix_h8_original_tests-v2-minimax-m27-131k-traces,f3f1dbf,2214,2217,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h8_original_tests-v2,Penfever MiniMax M27 131K,open-athena/mix_h8_original_tests-v2-minimax-m27-131k-traces,f3f1dbf,2214,2218,2,2,1,1,1,7,,8.0,B
penfever-traces/minimax-m27-131k/mix_h8_original_tests-v2,Penfever MiniMax M27 131K,open-athena/mix_h8_original_tests-v2-minimax-m27-131k-traces,f3f1dbf,2214,2219,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h8_original_tests-v2,Penfever MiniMax M27 131K,open-athena/mix_h8_original_tests-v2-minimax-m27-131k-traces,f3f1dbf,2214,2220,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h8_original_tests-v2,Penfever MiniMax M27 131K,open-athena/mix_h8_original_tests-v2-minimax-m27-131k-traces,f3f1dbf,2214,2221,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h8_original_tests-v2,Penfever MiniMax M27 131K,open-athena/mix_h8_original_tests-v2-minimax-m27-131k-traces,f3f1dbf,2214,2222,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h8_original_tests-v2,Penfever MiniMax M27 131K,open-athena/mix_h8_original_tests-v2-minimax-m27-131k-traces,f3f1dbf,2214,2223,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-code-oracle-filtered,Penfever MiniMax M27 131K,open-athena/nemotron-code-oracle-filtered-minimax-m27-131k-traces,1825365,4069,4069,2,2,2,2,1,9,,9.0,B
penfever-traces/minimax-m27-131k/nemotron-code-oracle-filtered,Penfever MiniMax M27 131K,open-athena/nemotron-code-oracle-filtered-minimax-m27-131k-traces,1825365,4069,4070,2,2,2,2,1,9,,9.0,B
penfever-traces/minimax-m27-131k/nemotron-code-oracle-filtered,Penfever MiniMax M27 131K,open-athena/nemotron-code-oracle-filtered-minimax-m27-131k-traces,1825365,4069,4071,2,2,2,2,1,9,,9.0,B
penfever-traces/minimax-m27-131k/nemotron-code-oracle-filtered,Penfever MiniMax M27 131K,open-athena/nemotron-code-oracle-filtered-minimax-m27-131k-traces,1825365,4069,4072,2,2,1,1,1,7,,9.0,B
penfever-traces/minimax-m27-131k/nemotron-code-oracle-filtered,Penfever MiniMax M27 131K,open-athena/nemotron-code-oracle-filtered-minimax-m27-131k-traces,1825365,4069,4073,2,2,0,2,1,7,,9.0,B
penfever-traces/minimax-m27-131k/nemotron-code-oracle-filtered,Penfever MiniMax M27 131K,open-athena/nemotron-code-oracle-filtered-minimax-m27-131k-traces,1825365,4069,4074,2,2,2,2,1,9,,9.0,B
penfever-traces/minimax-m27-131k/nemotron-code-oracle-filtered,Penfever MiniMax M27 131K,open-athena/nemotron-code-oracle-filtered-minimax-m27-131k-traces,1825365,4069,4075,2,2,1,1,1,7,,9.0,B
penfever-traces/minimax-m27-131k/nemotron-code-oracle-filtered,Penfever MiniMax M27 131K,open-athena/nemotron-code-oracle-filtered-minimax-m27-131k-traces,1825365,4069,4076,2,2,2,2,1,9,,9.0,B
penfever-traces/minimax-m27-131k/nemotron-code-oracle-filtered,Penfever MiniMax M27 131K,open-athena/nemotron-code-oracle-filtered-minimax-m27-131k-traces,1825365,4069,4077,2,2,2,2,1,9,,9.0,B
penfever-traces/minimax-m27-131k/nemotron-code-oracle-filtered,Penfever MiniMax M27 131K,open-athena/nemotron-code-oracle-filtered-minimax-m27-131k-traces,1825365,4069,4078,2,2,2,2,1,9,,9.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-agent-calendar,Penfever MiniMax M27 131K,open-athena/nemotron-gym-agent-calendar-minimax-m27-131k-traces,f654032,1643,1643,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-agent-calendar,Penfever MiniMax M27 131K,open-athena/nemotron-gym-agent-calendar-minimax-m27-131k-traces,f654032,1643,1644,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-agent-calendar,Penfever MiniMax M27 131K,open-athena/nemotron-gym-agent-calendar-minimax-m27-131k-traces,f654032,1643,1645,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-agent-calendar,Penfever MiniMax M27 131K,open-athena/nemotron-gym-agent-calendar-minimax-m27-131k-traces,f654032,1643,1646,2,2,1,1,1,7,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-agent-calendar,Penfever MiniMax M27 131K,open-athena/nemotron-gym-agent-calendar-minimax-m27-131k-traces,f654032,1643,1647,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-agent-calendar,Penfever MiniMax M27 131K,open-athena/nemotron-gym-agent-calendar-minimax-m27-131k-traces,f654032,1643,1648,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-agent-calendar,Penfever MiniMax M27 131K,open-athena/nemotron-gym-agent-calendar-minimax-m27-131k-traces,f654032,1643,1649,2,2,1,2,2,9,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-agent-calendar,Penfever MiniMax M27 131K,open-athena/nemotron-gym-agent-calendar-minimax-m27-131k-traces,f654032,1643,1650,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-agent-calendar,Penfever MiniMax M27 131K,open-athena/nemotron-gym-agent-calendar-minimax-m27-131k-traces,f654032,1643,1651,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-agent-calendar,Penfever MiniMax M27 131K,open-athena/nemotron-gym-agent-calendar-minimax-m27-131k-traces,f654032,1643,1652,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-agent-workplace-v2,Penfever MiniMax M27 131K,open-athena/nemotron-gym-agent-workplace-v2-minimax-m27-131k-traces,455ca74,218,218,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-agent-workplace-v2,Penfever MiniMax M27 131K,open-athena/nemotron-gym-agent-workplace-v2-minimax-m27-131k-traces,455ca74,218,219,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-agent-workplace-v2,Penfever MiniMax M27 131K,open-athena/nemotron-gym-agent-workplace-v2-minimax-m27-131k-traces,455ca74,218,220,2,2,1,2,2,9,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-agent-workplace-v2,Penfever MiniMax M27 131K,open-athena/nemotron-gym-agent-workplace-v2-minimax-m27-131k-traces,455ca74,218,221,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-agent-workplace-v2,Penfever MiniMax M27 131K,open-athena/nemotron-gym-agent-workplace-v2-minimax-m27-131k-traces,455ca74,218,222,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-agent-workplace-v2,Penfever MiniMax M27 131K,open-athena/nemotron-gym-agent-workplace-v2-minimax-m27-131k-traces,455ca74,218,223,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-agent-workplace-v2,Penfever MiniMax M27 131K,open-athena/nemotron-gym-agent-workplace-v2-minimax-m27-131k-traces,455ca74,218,224,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-agent-workplace-v2,Penfever MiniMax M27 131K,open-athena/nemotron-gym-agent-workplace-v2-minimax-m27-131k-traces,455ca74,218,225,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-agent-workplace-v2,Penfever MiniMax M27 131K,open-athena/nemotron-gym-agent-workplace-v2-minimax-m27-131k-traces,455ca74,218,226,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-agent-workplace-v2,Penfever MiniMax M27 131K,open-athena/nemotron-gym-agent-workplace-v2-minimax-m27-131k-traces,455ca74,218,227,2,2,1,2,2,9,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-competitive-coding,Penfever MiniMax M27 131K,open-athena/nemotron-gym-competitive-coding-minimax-m27-131k-traces,d896167,5894,5895,2,2,2,2,1,9,,9.0,A
penfever-traces/minimax-m27-131k/nemotron-gym-competitive-coding,Penfever MiniMax M27 131K,open-athena/nemotron-gym-competitive-coding-minimax-m27-131k-traces,d896167,5894,5896,2,2,2,2,1,9,,9.0,A
penfever-traces/minimax-m27-131k/nemotron-gym-competitive-coding,Penfever MiniMax M27 131K,open-athena/nemotron-gym-competitive-coding-minimax-m27-131k-traces,d896167,5894,5897,2,2,2,2,1,9,,9.0,A
penfever-traces/minimax-m27-131k/nemotron-gym-competitive-coding,Penfever MiniMax M27 131K,open-athena/nemotron-gym-competitive-coding-minimax-m27-131k-traces,d896167,5894,5898,2,2,2,2,1,9,,9.0,A
penfever-traces/minimax-m27-131k/nemotron-gym-competitive-coding,Penfever MiniMax M27 131K,open-athena/nemotron-gym-competitive-coding-minimax-m27-131k-traces,d896167,5894,5899,2,2,2,2,1,9,,9.0,A
penfever-traces/minimax-m27-131k/nemotron-gym-competitive-coding,Penfever MiniMax M27 131K,open-athena/nemotron-gym-competitive-coding-minimax-m27-131k-traces,d896167,5894,5900,2,2,2,2,1,9,,9.0,A
penfever-traces/minimax-m27-131k/nemotron-gym-competitive-coding,Penfever MiniMax M27 131K,open-athena/nemotron-gym-competitive-coding-minimax-m27-131k-traces,d896167,5894,5901,2,2,2,2,1,9,,9.0,A
penfever-traces/minimax-m27-131k/nemotron-gym-competitive-coding,Penfever MiniMax M27 131K,open-athena/nemotron-gym-competitive-coding-minimax-m27-131k-traces,d896167,5894,5902,2,2,0,1,2,7,,9.0,A
penfever-traces/minimax-m27-131k/nemotron-gym-competitive-coding,Penfever MiniMax M27 131K,open-athena/nemotron-gym-competitive-coding-minimax-m27-131k-traces,d896167,5894,5903,2,2,2,1,2,9,,9.0,A
penfever-traces/minimax-m27-131k/nemotron-gym-competitive-coding,Penfever MiniMax M27 131K,open-athena/nemotron-gym-competitive-coding-minimax-m27-131k-traces,d896167,5894,5904,2,2,2,2,1,9,,9.0,A
penfever-traces/minimax-m27-131k/nemotron-gym-identity-following-v2,Penfever MiniMax M27 131K,penfever/nemotron-gym-identity-following-v2-minimax-m27-131k-traces,dad95bb,48,48,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-identity-following-v2,Penfever MiniMax M27 131K,penfever/nemotron-gym-identity-following-v2-minimax-m27-131k-traces,dad95bb,48,49,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-identity-following-v2,Penfever MiniMax M27 131K,penfever/nemotron-gym-identity-following-v2-minimax-m27-131k-traces,dad95bb,48,50,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-identity-following-v2,Penfever MiniMax M27 131K,penfever/nemotron-gym-identity-following-v2-minimax-m27-131k-traces,dad95bb,48,51,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-identity-following-v2,Penfever MiniMax M27 131K,penfever/nemotron-gym-identity-following-v2-minimax-m27-131k-traces,dad95bb,48,52,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-identity-following-v2,Penfever MiniMax M27 131K,penfever/nemotron-gym-identity-following-v2-minimax-m27-131k-traces,dad95bb,48,53,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-identity-following-v2,Penfever MiniMax M27 131K,penfever/nemotron-gym-identity-following-v2-minimax-m27-131k-traces,dad95bb,48,54,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-identity-following-v2,Penfever MiniMax M27 131K,penfever/nemotron-gym-identity-following-v2-minimax-m27-131k-traces,dad95bb,48,55,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-identity-following-v2,Penfever MiniMax M27 131K,penfever/nemotron-gym-identity-following-v2-minimax-m27-131k-traces,dad95bb,48,56,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-identity-following-v2,Penfever MiniMax M27 131K,penfever/nemotron-gym-identity-following-v2-minimax-m27-131k-traces,dad95bb,48,57,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-instruction-following-calendar,Penfever MiniMax M27 131K,penfever/nemotron-gym-instruction-following-calendar-minimax-m27-131k-traces,2ea6c45,70,70,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-instruction-following-calendar,Penfever MiniMax M27 131K,penfever/nemotron-gym-instruction-following-calendar-minimax-m27-131k-traces,2ea6c45,70,71,2,2,1,1,2,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-instruction-following-calendar,Penfever MiniMax M27 131K,penfever/nemotron-gym-instruction-following-calendar-minimax-m27-131k-traces,2ea6c45,70,72,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-instruction-following-calendar,Penfever MiniMax M27 131K,penfever/nemotron-gym-instruction-following-calendar-minimax-m27-131k-traces,2ea6c45,70,73,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-instruction-following-calendar,Penfever MiniMax M27 131K,penfever/nemotron-gym-instruction-following-calendar-minimax-m27-131k-traces,2ea6c45,70,74,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-instruction-following-calendar,Penfever MiniMax M27 131K,penfever/nemotron-gym-instruction-following-calendar-minimax-m27-131k-traces,2ea6c45,70,75,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-instruction-following-calendar,Penfever MiniMax M27 131K,penfever/nemotron-gym-instruction-following-calendar-minimax-m27-131k-traces,2ea6c45,70,76,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-instruction-following-calendar,Penfever MiniMax M27 131K,penfever/nemotron-gym-instruction-following-calendar-minimax-m27-131k-traces,2ea6c45,70,77,2,2,1,1,1,7,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-instruction-following-calendar,Penfever MiniMax M27 131K,penfever/nemotron-gym-instruction-following-calendar-minimax-m27-131k-traces,2ea6c45,70,78,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-instruction-following-calendar,Penfever MiniMax M27 131K,penfever/nemotron-gym-instruction-following-calendar-minimax-m27-131k-traces,2ea6c45,70,79,2,2,1,1,2,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-instruction-following-structured,Penfever MiniMax M27 131K,penfever/nemotron-gym-instruction-following-structured-minimax-m27-131k-traces,a749979,66,66,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-instruction-following-structured,Penfever MiniMax M27 131K,penfever/nemotron-gym-instruction-following-structured-minimax-m27-131k-traces,a749979,66,67,2,2,2,2,1,9,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-instruction-following-structured,Penfever MiniMax M27 131K,penfever/nemotron-gym-instruction-following-structured-minimax-m27-131k-traces,a749979,66,68,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-instruction-following-structured,Penfever MiniMax M27 131K,penfever/nemotron-gym-instruction-following-structured-minimax-m27-131k-traces,a749979,66,69,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-instruction-following-structured,Penfever MiniMax M27 131K,penfever/nemotron-gym-instruction-following-structured-minimax-m27-131k-traces,a749979,66,70,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-instruction-following-structured,Penfever MiniMax M27 131K,penfever/nemotron-gym-instruction-following-structured-minimax-m27-131k-traces,a749979,66,71,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-instruction-following-structured,Penfever MiniMax M27 131K,penfever/nemotron-gym-instruction-following-structured-minimax-m27-131k-traces,a749979,66,72,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-instruction-following-structured,Penfever MiniMax M27 131K,penfever/nemotron-gym-instruction-following-structured-minimax-m27-131k-traces,a749979,66,73,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-instruction-following-structured,Penfever MiniMax M27 131K,penfever/nemotron-gym-instruction-following-structured-minimax-m27-131k-traces,a749979,66,74,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-instruction-following-structured,Penfever MiniMax M27 131K,penfever/nemotron-gym-instruction-following-structured-minimax-m27-131k-traces,a749979,66,75,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-knowledge-web-search-mcqa,Penfever MiniMax M27 131K,penfever/nemotron-gym-knowledge-web-search-mcqa-minimax-m27-131k-traces,8d4d22d,10,10,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-knowledge-web-search-mcqa,Penfever MiniMax M27 131K,penfever/nemotron-gym-knowledge-web-search-mcqa-minimax-m27-131k-traces,8d4d22d,10,11,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-knowledge-web-search-mcqa,Penfever MiniMax M27 131K,penfever/nemotron-gym-knowledge-web-search-mcqa-minimax-m27-131k-traces,8d4d22d,10,12,2,2,1,2,2,9,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-knowledge-web-search-mcqa,Penfever MiniMax M27 131K,penfever/nemotron-gym-knowledge-web-search-mcqa-minimax-m27-131k-traces,8d4d22d,10,13,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-knowledge-web-search-mcqa,Penfever MiniMax M27 131K,penfever/nemotron-gym-knowledge-web-search-mcqa-minimax-m27-131k-traces,8d4d22d,10,14,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-knowledge-web-search-mcqa,Penfever MiniMax M27 131K,penfever/nemotron-gym-knowledge-web-search-mcqa-minimax-m27-131k-traces,8d4d22d,10,15,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-knowledge-web-search-mcqa,Penfever MiniMax M27 131K,penfever/nemotron-gym-knowledge-web-search-mcqa-minimax-m27-131k-traces,8d4d22d,10,16,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-knowledge-web-search-mcqa,Penfever MiniMax M27 131K,penfever/nemotron-gym-knowledge-web-search-mcqa-minimax-m27-131k-traces,8d4d22d,10,17,2,2,1,2,2,9,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-knowledge-web-search-mcqa,Penfever MiniMax M27 131K,penfever/nemotron-gym-knowledge-web-search-mcqa-minimax-m27-131k-traces,8d4d22d,10,18,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-knowledge-web-search-mcqa,Penfever MiniMax M27 131K,penfever/nemotron-gym-knowledge-web-search-mcqa-minimax-m27-131k-traces,8d4d22d,10,19,2,2,1,2,2,9,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-math-advanced-calculations-v3,Penfever MiniMax M27 131K,penfever/nemotron-gym-math-advanced-calculations-v3-minimax-m27-131k-traces,35343a8,38,38,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/nemotron-gym-math-advanced-calculations-v3,Penfever MiniMax M27 131K,penfever/nemotron-gym-math-advanced-calculations-v3-minimax-m27-131k-traces,35343a8,38,39,2,2,0,1,2,7,,8.0,B
