backend,elapsed_seconds,event,gpu_index,gpu_utilization_percent,memory_total_mib,memory_used_mib,memory_utilization_percent,phase,power_watts,sm_clock_mhz,temperature_c,duration_seconds,batch_count,case_count,device_count,tensor_parallel_size,batch_index,batch_seconds,bucket_max_tokens,case_ids,inference_seconds,padded_tokens,padding_seconds,prompt_tokens,real_tokens,batch_row,case_id,golden_probability_gap_to_greedy,greedy_token_id,max_probability_error,rank,top_probability_l1_error,total_seconds,attention_backend,vllm_batch_invariant,vllm_use_flashinfer_sampler,wave_count,request_id,request_kind,request_seconds,response_bytes,wave,wave_seconds
vllm-gpu,157.891392,vllm_request,,,,,,,,,,,,,,,,,16384.0,,,,,11291,,,long-longbench-01,0.0,356.0,0.010978202316109575,2.0,0.037967135119341126,,,,,,wave-6-long-longbench-01-rank-2,representative,1.849972013849765,55753.0,6.0,
vllm-gpu,158.089477,vllm_request,,,,,,,,,,,,,,,,,16384.0,,,,,12639,,,long-longbench-05,0.0,423.0,0.04927286254755309,6.0,0.1338371530014009,,,,,,wave-6-long-longbench-05-rank-6,representative,2.0389344533905387,60843.0,6.0,
vllm-gpu,158.246252,vllm_request,,,,,,,,,,,,,,,,,16384.0,,,,,13703,,,long-longbench-03,0.0,426.0,0.006035732925929405,4.0,0.0121995208063667,,,,,,wave-6-long-longbench-03-rank-4,representative,2.1991569460369647,65278.0,6.0,
vllm-gpu,158.325922,vllm_request,,,,,,,,,,,,,,,,,16384.0,,,,,14734,,,knowledge-longbench-01,0.002288050113483875,426.0,0.019842897438024698,0.0,0.041183488659155804,,,,,,wave-6-knowledge-longbench-01-rank-0,representative,2.2868548380210996,71753.0,6.0,
vllm-gpu,158.39421,vllm_request,,,,,,,,,,,,,,,,,16384.0,,,,,14725,,,specialized-longbench-01,0.0,426.0,0.0024599862263466887,7.0,0.01352185383968833,,,,,,wave-6-specialized-longbench-01-rank-7,representative,2.342116597108543,69597.0,6.0,
vllm-gpu,158.470764,vllm_request,,,,,,,,,,,,,,,,,16384.0,,,,,15215,,,long-longbench-02,0.0,426.0,0.009893130263557981,3.0,0.03386930090924588,,,,,,wave-6-long-longbench-02-rank-3,representative,2.4254751238040626,72877.0,6.0,
vllm-gpu,158.472387,vllm_request,,,,,,,,,,,,,,,,,16384.0,,,,,15025,,,knowledge-longbench-02,0.0,423.0,0.057188176222514375,1.0,0.11556574092822579,,,,,,wave-6-knowledge-longbench-02-rank-1,representative,2.433011420071125,71082.0,6.0,
vllm-gpu,161.114412,vllm_request,,,,,,,,,,,,,,,,,32768.0,,,,,17578,,,long-longbench-07,0.0,426.0,0.006062467154019424,2.0,0.021984425430199787,,,,,,wave-7-long-longbench-07-rank-2,representative,2.6365954130887985,81189.0,7.0,
vllm-gpu,162.047746,vllm_request,,,,,,,,,,,,,,,,,32768.0,,,,,22504,,,long-longbench-08,0.0,362.0,0.008029835714257694,3.0,0.02657605008348293,,,,,,wave-7-long-longbench-08-rank-3,representative,3.5679000839591026,108692.0,7.0,
vllm-gpu,162.135538,vllm_request,,,,,,,,,,,,,,,,,32768.0,,,,,22791,,,long-longbench-10,0.0,426.0,0.016732241407771076,5.0,0.039822348267868714,,,,,,wave-7-long-longbench-10-rank-5,representative,3.6494213100522757,105966.0,7.0,
vllm-gpu,162.213069,vllm_request,,,,,,,,,,,,,,,,,32768.0,,,,,23068,,,long-longbench-06,0.0,356.0,0.03831678155131135,1.0,0.07798451478453243,,,,,,wave-7-long-longbench-06-rank-1,representative,3.7375163487158716,107054.0,7.0,
vllm-gpu,162.217951,vllm_request,,,,,,,,,,,,,,,,,32768.0,,,,,23113,,,instruction-longbench-01,0.008928818142182049,362.0,0.038207464647142475,0.0,0.0991251673498525,,,,,,wave-7-instruction-longbench-01-rank-0,representative,3.744805605150759,105073.0,7.0,
vllm-gpu,162.289006,vllm_request,,,,,,,,,,,,,,,,,32768.0,,,,,23867,,,specialized-longbench-02,0.0,423.0,0.015697064008017014,7.0,0.03795543751600703,,,,,,wave-7-specialized-longbench-02-rank-7,representative,3.7971877162344754,111555.0,7.0,
vllm-gpu,162.641552,vllm_request,,,,,,,,,,,,,,,,,32768.0,,,,,27136,,,long-longbench-11,0.0,356.0,0.008839390434752611,6.0,0.035012906981396925,,,,,,wave-7-long-longbench-11-rank-6,representative,4.152077503036708,124471.0,7.0,
vllm-gpu,162.909472,vllm_request,,,,,,,,,,,,,,,,,32768.0,,,,,29364,,,long-longbench-09,0.0,426.0,0.017954090017996305,4.0,0.07145850529640684,,,,,,wave-7-long-longbench-09-rank-4,representative,4.427429463714361,135532.0,7.0,
vllm-gpu,163.061528,vllm_request,,,,,,,,,,,,,,,,,16384.0,,,,,15025,,,knowledge-longbench-02,0.0,423.0,0.06948058003711904,1.0,0.14203778112737975,,,,,,rank-sentinel-knowledge-longbench-02-rank-1,sentinel,0.15111640794202685,71085.0,6.0,
vllm-gpu,165.662652,vllm_request,,,,,,,,,,,,,,,,,16384.0,,,,,15025,,,knowledge-longbench-02,0.0,423.0,0.017062118462661813,5.0,0.03975080626975003,,,,,,rank-sentinel-knowledge-longbench-02-rank-5,sentinel,2.743114558979869,71087.0,6.0,
vllm-gpu,165.670806,vllm_request,,,,,,,,,,,,,,,,,16384.0,,,,,15025,,,knowledge-longbench-02,0.0,423.0,0.027115191534896832,7.0,0.061006753739322774,,,,,,rank-sentinel-knowledge-longbench-02-rank-7,sentinel,2.747560725081712,71090.0,6.0,
vllm-gpu,165.672749,vllm_request,,,,,,,,,,,,,,,,,16384.0,,,,,15025,,,knowledge-longbench-02,0.0,423.0,0.027394516896301013,0.0,0.0681803571188175,,,,,,rank-sentinel-knowledge-longbench-02-rank-0,sentinel,2.7625332619063556,71089.0,6.0,
vllm-gpu,165.67552,vllm_request,,,,,,,,,,,,,,,,,16384.0,,,,,15025,,,knowledge-longbench-02,0.0,423.0,0.04258826697744711,6.0,0.08602964491730969,,,,,,rank-sentinel-knowledge-longbench-02-rank-6,sentinel,2.754022863227874,71084.0,6.0,
vllm-gpu,165.677075,vllm_request,,,,,,,,,,,,,,,,,16384.0,,,,,15025,,,knowledge-longbench-02,0.0,423.0,0.03511424929076856,2.0,0.0733779156544104,,,,,,rank-sentinel-knowledge-longbench-02-rank-2,sentinel,2.764876436907798,71088.0,6.0,
vllm-gpu,165.678633,vllm_request,,,,,,,,,,,,,,,,,16384.0,,,,,15025,,,knowledge-longbench-02,0.0,423.0,0.037931079475955864,3.0,0.07851126884286039,,,,,,rank-sentinel-knowledge-longbench-02-rank-3,sentinel,2.7631427492015064,71088.0,6.0,
vllm-gpu,165.713316,vllm_request,,,,,,,,,,,,,,,,,16384.0,,,,,15025,,,knowledge-longbench-02,0.0,423.0,0.07343012661526516,4.0,0.14805016088648704,,,,,,rank-sentinel-knowledge-longbench-02-rank-4,sentinel,2.7961496100760996,71088.0,6.0,
